sponsor,tier,year,conference,is_bigtech,canonical_name
didi chuxing,platinum,2016,neurips,False,NA
facebook,platinum,2016,neurips,True,meta
google,platinum,2016,neurips,True,alphabet
intel corporation,platinum,2016,neurips,True,intel
kla-tencor,platinum,2016,neurips,False,NA
microsoft,platinum,2016,neurips,True,microsoft
tencent,platinum,2016,neurips,True,tencent
winton,platinum,2016,neurips,False,NA
adobe research,gold,2016,neurips,False,NA
alibaba,gold,2016,neurips,True,alibaba
amazon,gold,2016,neurips,True,amazon
atlasense,gold,2016,neurips,False,NA
baidu,gold,2016,neurips,False,NA
criteo,gold,2016,neurips,False,NA
ibm research,gold,2016,neurips,False,NA
nvidia,gold,2016,neurips,True,nvidia
the voleon group,gold,2016,neurips,False,NA
360 international development co. ltd.,silver,2016,neurips,False,NA
automotive safety technologies gmbh,silver,2016,neurips,False,NA
bloomberg,silver,2016,neurips,False,NA
"cubist systematic strategies, llc",silver,2016,neurips,False,NA
ebay,silver,2016,neurips,False,NA
featurex,silver,2016,neurips,False,NA
g-research,silver,2016,neurips,False,NA
"hutchin hill capital, lp",silver,2016,neurips,False,NA
jump trading,silver,2016,neurips,False,NA
man ahl,silver,2016,neurips,False,NA
nextai,silver,2016,neurips,False,NA
optiver,silver,2016,neurips,False,NA
qualcomm,silver,2016,neurips,False,NA
renaissance technologies,silver,2016,neurips,False,NA
robert bosch gmbh,silver,2016,neurips,False,NA
rosetta analytics,silver,2016,neurips,False,NA
sap se,silver,2016,neurips,False,NA
sentient technologies,silver,2016,neurips,False,NA
the d. e. shaw group,silver,2016,neurips,False,NA
"two sigma investments, lp",silver,2016,neurips,False,NA
united technologies research centre ireland,silver,2016,neurips,False,NA
beijing institute of big data research,bronze,2016,neurips,False,NA
benevolentai,bronze,2016,neurips,False,NA
"cheetah mobile america, inc.",bronze,2016,neurips,False,NA
datatang technology,bronze,2016,neurips,False,NA
disney research,bronze,2016,neurips,False,NA
invenia labs,bronze,2016,neurips,False,NA
llc yandex,bronze,2016,neurips,False,NA
maluuba inc.,bronze,2016,neurips,True,microsoft
nokia,bronze,2016,neurips,False,NA
oracle,bronze,2016,neurips,True,oracle
palantir technologies,bronze,2016,neurips,True,palantir
panasonic,bronze,2016,neurips,False,NA
pdt partners,bronze,2016,neurips,False,NA
quantumblack,bronze,2016,neurips,False,NA
rbc,bronze,2016,neurips,False,NA
recursion pharmaceuticals,bronze,2016,neurips,False,NA
schibsted media group,bronze,2016,neurips,False,NA
"sigopt, inc.",bronze,2016,neurips,False,NA
telefonca i+d,bronze,2016,neurips,False,NA
zalando se,bronze,2016,neurips,False,NA
baidu_research_logo_whitebg,platinum,2016,icml,False,NA
american,platinum,2016,icml,False,NA
adobe,gold,2016,icml,False,NA
ali,gold,2016,icml,True,alibaba
amazon_logo,gold,2016,icml,True,amazon
bloomberg,gold,2016,icml,False,NA
bosch_sl-en_4c_s,gold,2016,icml,False,NA
cubist,gold,2016,icml,False,NA
dwave,gold,2016,icml,False,NA
facebook,gold,2016,icml,True,meta
google,gold,2016,icml,True,alphabet
ibmlogo,gold,2016,icml,False,NA
intel,gold,2016,icml,True,intel
jump_trading_logo,gold,2016,icml,False,NA
microsoft,gold,2016,icml,True,microsoft
netflix,gold,2016,icml,False,NA
nvlogo_2d,gold,2016,icml,True,nvidia
pdt,gold,2016,icml,False,NA
qualcom,gold,2016,icml,False,NA
salesforce,gold,2016,icml,False,NA
shift,gold,2016,icml,False,NA
toyota,gold,2016,icml,False,NA
uber,gold,2016,icml,False,NA
voleon,gold,2016,icml,False,NA
xilinx,gold,2016,icml,False,NA
acc,silver,2016,icml,False,NA
ansat,silver,2016,icml,False,NA
arm_corp_rgb,silver,2016,icml,False,NA
artinf,silver,2016,icml,False,NA
cisco,silver,2016,icml,False,NA
sas,silver,2016,icml,False,NA
teralytics,silver,2016,icml,False,NA
twosigma,silver,2016,icml,False,NA
worldquant,silver,2016,icml,False,NA
yandex,silver,2016,icml,False,NA
facebook,platinum,2016,iclr,True,meta
google,platinum,2016,iclr,True,alphabet
www-ssl.intel,platinum,2016,iclr,True,intel
engineering.twitter,platinum,2016,iclr,False,NA
baidu,gold,2016,iclr,False,NA
developer.nvidia,gold,2016,iclr,True,nvidia
https://www.amazon.jobs/en,silver,2016,iclr,True,amazon
clarifai,silver,2016,iclr,False,NA
imagia,silver,2016,iclr,False,NA
recursionpharma,silver,2016,iclr,False,NA
dwavesys,bronze,2016,iclr,False,NA
adobe,bronze,2016,iclr,False,NA
labs.oracle,bronze,2016,iclr,True,oracle
audi,diamond,2017,neurips,False,NA
ibm research,diamond,2017,neurips,False,NA
intel corporation,diamond,2017,neurips,True,intel
microsoft,diamond,2017,neurips,True,microsoft
nvidia,diamond,2017,neurips,True,nvidia
alibaba group,platinum,2017,neurips,True,alibaba
amazon,platinum,2017,neurips,True,amazon
apple inc.,platinum,2017,neurips,True,apple
"beijing baidu netcom science technology co., ltd",platinum,2017,neurips,False,NA
capital one,platinum,2017,neurips,False,NA
citadel,platinum,2017,neurips,False,NA
data collective,platinum,2017,neurips,False,NA
deepmind,platinum,2017,neurips,True,alphabet
didi chuxing,platinum,2017,neurips,False,NA
"facebook, inc",platinum,2017,neurips,True,meta
google,platinum,2017,neurips,True,alphabet
graphcore,platinum,2017,neurips,False,NA
kla -tencor,platinum,2017,neurips,False,NA
naver | line,platinum,2017,neurips,False,NA
tencent ai lab,platinum,2017,neurips,True,tencent
"uber technologies, inc",platinum,2017,neurips,False,NA
"airbnb, inc.",gold,2017,neurips,False,NA
borealis ai,gold,2017,neurips,False,NA
criteo reasearch,gold,2017,neurips,False,NA
element ai,gold,2017,neurips,False,NA
jd.com,gold,2017,neurips,False,NA
mercedes-benz research and development north america,gold,2017,neurips,False,NA
microsoft research maluuba,gold,2017,neurips,True,microsoft
netflix,gold,2017,neurips,False,NA
optiver,gold,2017,neurips,False,NA
preferred networks,gold,2017,neurips,False,NA
renaissance technologies llc,gold,2017,neurips,False,NA
salesforce,gold,2017,neurips,False,NA
the d. e. shaw group,gold,2017,neurips,False,NA
the voleon group,gold,2017,neurips,False,NA
winton group,gold,2017,neurips,False,NA
adobe research,silver,2017,neurips,False,NA
aig science,silver,2017,neurips,False,NA
autox,silver,2017,neurips,False,NA
benevolentai,silver,2017,neurips,False,NA
bloomberg,silver,2017,neurips,False,NA
bytedance inc.,silver,2017,neurips,True,bytedance
cirrascale cloud services,silver,2017,neurips,False,NA
cogent labs,silver,2017,neurips,False,NA
crowdflower,silver,2017,neurips,False,NA
cubist systematic strategies,silver,2017,neurips,False,NA
disney research,silver,2017,neurips,False,NA
"ebay, inc.",silver,2017,neurips,False,NA
featurex,silver,2017,neurips,False,NA
g research,silver,2017,neurips,False,NA
hudson river trading,silver,2017,neurips,False,NA
invenia labs,silver,2017,neurips,False,NA
jpmorgan chase & co.,silver,2017,neurips,False,NA
jump trading,silver,2017,neurips,False,NA
lambda labs,silver,2017,neurips,False,NA
man ahl,silver,2017,neurips,False,NA
montréal international,silver,2017,neurips,False,NA
"noah's ark labs, huawei technologies",silver,2017,neurips,True,huawei
obsidian security,silver,2017,neurips,False,NA
oracle,silver,2017,neurips,True,oracle
pdt partners,silver,2017,neurips,False,NA
qualcomm,silver,2017,neurips,False,NA
quantumblack,silver,2017,neurips,False,NA
quora,silver,2017,neurips,False,NA
recursion pharmaceuticals,silver,2017,neurips,False,NA
"rosetta analytics, inc.",silver,2017,neurips,False,NA
sap,silver,2017,neurips,False,NA
sberbank of russia,silver,2017,neurips,False,NA
sigopt,silver,2017,neurips,True,intel
snap inc.,silver,2017,neurips,False,NA
"susquehanna international group, llp",silver,2017,neurips,False,NA
swiss data science center,silver,2017,neurips,False,NA
target,silver,2017,neurips,False,NA
tudor investment corporation,silver,2017,neurips,False,NA
two sigma,silver,2017,neurips,False,NA
vatic labs,silver,2017,neurips,False,NA
wave computing,silver,2017,neurips,False,NA
xprize,silver,2017,neurips,False,NA
yandex,silver,2017,neurips,False,NA
cylance,bronze,2017,neurips,False,NA
panasonic,bronze,2017,neurips,False,NA
"petuum, inc.",bronze,2017,neurips,False,NA
qifei international development co. limited,bronze,2017,neurips,False,NA
sentient technologies,bronze,2017,neurips,False,NA
nvidia,diamond,2017,icml,True,nvidia
amazon,platinum,2017,icml,True,amazon
"beijing jingdong shangke information technology co., ltd.",platinum,2017,icml,False,NA
deepmind,platinum,2017,icml,True,alphabet
facebook,platinum,2017,icml,True,meta
google,platinum,2017,icml,True,alphabet
intel,platinum,2017,icml,True,intel
aig,gold,2017,icml,False,NA
alibaba,gold,2017,icml,True,alibaba
"beijing baidu netcom science technology co., ltd.",gold,2017,icml,False,NA
maluuba,gold,2017,icml,True,microsoft
microsoft,gold,2017,icml,True,microsoft
netflix,gold,2017,icml,False,NA
oracle,gold,2017,icml,True,oracle
sigopt,gold,2017,icml,True,intel
tencent ai lab,gold,2017,icml,True,tencent
tibra global services pty limited,gold,2017,icml,False,NA
"two sigma investments, lp",gold,2017,icml,False,NA
uber,gold,2017,icml,False,NA
yandex,gold,2017,icml,False,NA
aitrics,silver,2017,icml,False,NA
bosch center for artificial intelligence,silver,2017,icml,False,NA
cubist systematic strategies,silver,2017,icml,False,NA
d. e. shaw & co.,silver,2017,icml,False,NA
"recruit communications co., ltd",silver,2017,icml,False,NA
the voleon group,silver,2017,icml,False,NA
western digital corporation,silver,2017,icml,False,NA
"adobe systems, inc",bronze,2017,icml,False,NA
cisco systems inc.,bronze,2017,icml,False,NA
toyota research institute,bronze,2017,icml,False,NA
https://www.amazon.jobs/,platinum,2017,iclr,True,amazon
baidu,platinum,2017,iclr,False,NA
deepmind,platinum,2017,iclr,True,alphabet
fb,platinum,2017,iclr,True,meta
google,platinum,2017,iclr,True,alphabet
intel,platinum,2017,iclr,True,intel
nvidia,platinum,2017,iclr,True,nvidia
salesforce,platinum,2017,iclr,False,NA
criteo,gold,2017,iclr,False,NA
ibm,gold,2017,iclr,False,NA
https://http://benevolent.ai//,silver,2017,iclr,False,NA
deshaw,silver,2017,iclr,False,NA
deephi,silver,2017,iclr,False,NA
maluuba,silver,2017,iclr,True,microsoft
sap,silver,2017,iclr,False,NA
http://www.tri.global/,bronze,2017,iclr,False,NA
elementai,bronze,2017,iclr,False,NA
yandex,bronze,2017,iclr,False,NA
mailto:iclr2017.programchairs@gmail.com,bronze,2017,iclr,False,NA
bloomberg,diamond sponsors,2018,naacl,False,NA
google,diamond sponsors,2018,naacl,True,alphabet
toutiao,diamond sponsors,2018,naacl,True,bytedance
amazon,platinum sponsors,2018,naacl,True,amazon
facebook,platinum sponsors,2018,naacl,True,meta
ebay,gold sponsors,2018,naacl,False,NA
grammarly,gold sponsors,2018,naacl,False,NA
ibm,gold sponsors,2018,naacl,False,NA
kpmg,gold sponsors,2018,naacl,False,NA
oracle,gold sponsors,2018,naacl,True,oracle
polyai,gold sponsors,2018,naacl,False,NA
tulane,gold sponsors,2018,naacl,False,NA
capitalone,gold sponsors,2018,naacl,False,NA
twosigma,gold sponsors,2018,naacl,False,NA
nuance,silver sponsors,2018,naacl,False,NA
figure_eight,silver sponsors,2018,naacl,False,NA
imerit,bronze sponsors,2018,naacl,False,NA
isinlp,bronze sponsors,2018,naacl,False,NA
nsf,bronze sponsors,2018,naacl,False,NA
ccc,bronze sponsors,2018,naacl,False,NA
"facebook, inc",diamond,2018,neurips,True,meta
amazon,diamond,2018,neurips,True,amazon
element ai,diamond,2018,neurips,False,NA
graphcore,diamond,2018,neurips,False,NA
ibm research ai,diamond,2018,neurips,False,NA
intel ai,diamond,2018,neurips,True,intel
lambda gpu workstations & servers,diamond,2018,neurips,False,NA
microsoft,diamond,2018,neurips,True,microsoft
montréal international,diamond,2018,neurips,False,NA
nvidia,diamond,2018,neurips,True,nvidia
salesforce,diamond,2018,neurips,False,NA
stradigi ai,diamond,2018,neurips,False,NA
alibaba group,platinum,2018,neurips,True,alibaba
"alipay us, inc",platinum,2018,neurips,True,alibaba
apple inc.,platinum,2018,neurips,True,apple
baidu,platinum,2018,neurips,False,NA
borealis ai,platinum,2018,neurips,False,NA
bytedance inc.,platinum,2018,neurips,True,bytedance
deepmind,platinum,2018,neurips,True,alphabet
doc.ai,platinum,2018,neurips,False,NA
google ai,platinum,2018,neurips,True,alphabet
naver│line,platinum,2018,neurips,False,NA
qualcomm,platinum,2018,neurips,False,NA
quantumblack,platinum,2018,neurips,False,NA
the voleon group,platinum,2018,neurips,False,NA
"uber technologies, inc.",platinum,2018,neurips,False,NA
wave computing,platinum,2018,neurips,False,NA
arm,gold,2018,neurips,False,NA
benevolentai,gold,2018,neurips,False,NA
biomind,gold,2018,neurips,False,NA
bloomberg,gold,2018,neurips,False,NA
bosch center for artificial intelligence,gold,2018,neurips,False,NA
"capital one services, llc",gold,2018,neurips,False,NA
cirrascale cloud services,gold,2018,neurips,False,NA
cogent labs,gold,2018,neurips,False,NA
cubist systematic strategies,gold,2018,neurips,False,NA
disney research,gold,2018,neurips,False,NA
g-research,gold,2018,neurips,False,NA
huawei,gold,2018,neurips,True,huawei
"insilico medicine, inc.",gold,2018,neurips,False,NA
"inspur electronic information industry co.,  ltd",gold,2018,neurips,False,NA
invenia labs,gold,2018,neurips,False,NA
isee ai,gold,2018,neurips,False,NA
ivado,gold,2018,neurips,False,NA
jane street,gold,2018,neurips,False,NA
j.p.  morgan,gold,2018,neurips,False,NA
jump trading,gold,2018,neurips,False,NA
lyft,gold,2018,neurips,False,NA
man ahl,gold,2018,neurips,False,NA
mathworks,gold,2018,neurips,False,NA
morgan stanley,gold,2018,neurips,False,NA
naver labs europe,gold,2018,neurips,False,NA
netflix,gold,2018,neurips,False,NA
nextai / next canada,gold,2018,neurips,False,NA
pdt partners,gold,2018,neurips,False,NA
pony.ai,gold,2018,neurips,False,NA
preferred networks,gold,2018,neurips,False,NA
samsung,gold,2018,neurips,True,samsung
sas institute inc.,gold,2018,neurips,False,NA
sberbank,gold,2018,neurips,False,NA
sportlogiq,gold,2018,neurips,False,NA
the d. e. shaw group,gold,2018,neurips,False,NA
twenty billion neurons,gold,2018,neurips,False,NA
twitter inc,gold,2018,neurips,False,NA
two sigma,gold,2018,neurips,False,NA
unity technologies,gold,2018,neurips,False,NA
v7,gold,2018,neurips,False,NA
wayfair,gold,2018,neurips,False,NA
yandex llc,gold,2018,neurips,False,NA
aitrics,silver,2018,neurips,False,NA
aptiv,silver,2018,neurips,False,NA
argo ai,silver,2018,neurips,False,NA
ascent_robotics,silver,2018,neurips,False,NA
bridgestone corporation,silver,2018,neurips,False,NA
didi chuxing,silver,2018,neurips,False,NA
edgestream partners lp,silver,2018,neurips,False,NA
enigma,silver,2018,neurips,False,NA
expedia,silver,2018,neurips,False,NA
freenome holdings inc,silver,2018,neurips,False,NA
ghelia inc.,silver,2018,neurips,False,NA
groq,silver,2018,neurips,False,NA
gsa capital services limited,silver,2018,neurips,False,NA
habana  labs,silver,2018,neurips,True,intel
hearst,silver,2018,neurips,False,NA
hsbc,silver,2018,neurips,False,NA
hudson river trading,silver,2018,neurips,False,NA
imagia,silver,2018,neurips,False,NA
inception institute of artificial intelligence ltd,silver,2018,neurips,False,NA
ivado labs,silver,2018,neurips,False,NA
knight foundation,silver,2018,neurips,False,NA
"lab41, an in-q-tel lab",silver,2018,neurips,False,NA
lionbridge,silver,2018,neurips,False,NA
naspers,silver,2018,neurips,False,NA
netease fuxi lab,silver,2018,neurips,False,NA
obsidian security,silver,2018,neurips,False,NA
"ouster, inc.",silver,2018,neurips,False,NA
parallelm,silver,2018,neurips,False,NA
paris region entreprises,silver,2018,neurips,False,NA
"petuum, inc.",silver,2018,neurips,False,NA
pryon,silver,2018,neurips,False,NA
pupil labs,silver,2018,neurips,False,NA
qihoo 360,silver,2018,neurips,False,NA
quadrature capital,silver,2018,neurips,False,NA
roadstar.ai llc,silver,2018,neurips,False,NA
scale ai,silver,2018,neurips,False,NA
sensetime group limited,silver,2018,neurips,False,NA
"siemens medical solutions usa, inc.",silver,2018,neurips,False,NA
sigopt,silver,2018,neurips,True,intel
sk telecom,silver,2018,neurips,False,NA
soundhound inc.,silver,2018,neurips,False,NA
squarepoint,silver,2018,neurips,False,NA
squirrel ai learning,silver,2018,neurips,False,NA
tencent ai lab,silver,2018,neurips,True,tencent
verisk,silver,2018,neurips,False,NA
waymo,silver,2018,neurips,True,alphabet
westbourne partners,silver,2018,neurips,False,NA
xbrain,silver,2018,neurips,False,NA
xprize,silver,2018,neurips,False,NA
cambridge university press,exhibitor,2018,neurips,False,NA
mit press,exhibitor,2018,neurips,False,NA
now publishers,exhibitor,2018,neurips,False,NA
springer nature,exhibitor,2018,neurips,False,NA
facebook,diamond,2018,icml,True,meta
intel corporation,diamond,2018,icml,True,intel
intuit,diamond,2018,icml,False,NA
nvidia,diamond,2018,icml,True,nvidia
amazon,platinum,2018,icml,True,amazon
ant financial,platinum,2018,icml,False,NA
"beijing baidu netcom science technology co., ltd",platinum,2018,icml,False,NA
deepmind,platinum,2018,icml,True,alphabet
google ai,platinum,2018,icml,True,alphabet
graphcore,platinum,2018,icml,False,NA
microsoft,platinum,2018,icml,True,microsoft
talent montréal,platinum,2018,icml,False,NA
tencent ai lab,platinum,2018,icml,True,tencent
the voleon group,platinum,2018,icml,False,NA
adobe,gold,2018,icml,False,NA
american international group (aig),gold,2018,icml,False,NA
bosch center for artificial intelligence,gold,2018,icml,False,NA
criteo research,gold,2018,icml,False,NA
disney research,gold,2018,icml,False,NA
element ai,gold,2018,icml,False,NA
expedia,gold,2018,icml,False,NA
hudson river trading,gold,2018,icml,False,NA
ibm research,gold,2018,icml,False,NA
insilico medicine,gold,2018,icml,False,NA
j.p. morgan,gold,2018,icml,False,NA
naver labs,gold,2018,icml,False,NA
naver│line,gold,2018,icml,False,NA
netflix,gold,2018,icml,False,NA
peltarion,gold,2018,icml,False,NA
qualcomm,gold,2018,icml,False,NA
quantumblack,gold,2018,icml,False,NA
sberbank,gold,2018,icml,False,NA
seed electronic arts,gold,2018,icml,False,NA
sigopt,gold,2018,icml,True,intel
sk telecom,gold,2018,icml,False,NA
spotify,gold,2018,icml,False,NA
two sigma,gold,2018,icml,False,NA
"uber technologies, inc.",gold,2018,icml,False,NA
wadhwani institute for artificial intelligence,gold,2018,icml,False,NA
wayfair,gold,2018,icml,False,NA
wecash holding limited company,gold,2018,icml,False,NA
yandex,gold,2018,icml,False,NA
inception institute of artificial intelligence,silver,2018,icml,False,NA
man ahl,silver,2018,icml,False,NA
the d. e. shaw group,silver,2018,icml,False,NA
western digital,silver,2018,icml,False,NA
springer,exhibitor,2018,icml,False,NA
the mit press,exhibitor,2018,icml,False,NA
bloomberg,diamond,2019,naacl,False,NA
google,diamond,2019,naacl,True,alphabet
facebook,diamond,2019,naacl,True,meta
amazon,diamond,2019,naacl,True,amazon
asapp,diamond,2019,naacl,False,NA
two sigma,platinum,2019,naacl,False,NA
thomson reuters,platinum,2019,naacl,False,NA
capital one,platinum,2019,naacl,False,NA
deepmind,platinum,2019,naacl,True,alphabet
megagon labs,gold,2019,naacl,False,NA
bytedance,gold,2019,naacl,True,bytedance
vanguard,gold,2019,naacl,False,NA
duolingo,silver,2019,naacl,False,NA
sap,silver,2019,naacl,False,NA
ebay,silver,2019,naacl,False,NA
grammarly,silver,2019,naacl,False,NA
microsoft,silver,2019,naacl,True,microsoft
cisco,silver,2019,naacl,False,NA
interactions,silver,2019,naacl,False,NA
ets,bronze,2019,naacl,False,NA
raytheon,bronze,2019,naacl,False,NA
usc information sciences institute,bronze,2019,naacl,False,NA
clinc,bronze,2019,naacl,False,NA
capital group,social event entertainment,2019,naacl,False,NA
deepmind,diversity & inclusion: champion,2019,naacl,True,alphabet
google,diversity & inclusion: ally,2019,naacl,True,alphabet
grammarly,in-kind donations,2019,naacl,False,NA
microsoft translator,in-kind donations,2019,naacl,True,microsoft
amazon,diamond,2019,neurips,True,amazon
anthem.ai,diamond,2019,neurips,False,NA
apple,diamond,2019,neurips,True,apple
citadel & citadel securities,diamond,2019,neurips,False,NA
deepmind,diamond,2019,neurips,True,alphabet
doc.ai,diamond,2019,neurips,False,NA
facebook,diamond,2019,neurips,True,meta
google,diamond,2019,neurips,True,alphabet
graphcore,diamond,2019,neurips,False,NA
ibm research ai,diamond,2019,neurips,False,NA
intel ai,diamond,2019,neurips,True,intel
lambda,diamond,2019,neurips,False,NA
lyft,diamond,2019,neurips,False,NA
microsoft,diamond,2019,neurips,True,microsoft
openai,diamond,2019,neurips,True,openai
qualcomm,diamond,2019,neurips,False,NA
salesforce,diamond,2019,neurips,False,NA
sony,diamond,2019,neurips,False,NA
waymo,diamond,2019,neurips,True,alphabet
alibaba group,platinum,2019,neurips,True,alibaba
baidu,platinum,2019,neurips,False,NA
biomind,platinum,2019,neurips,False,NA
bloomberg,platinum,2019,neurips,False,NA
borealis ai,platinum,2019,neurips,False,NA
bosch center for artificial intelligence,platinum,2019,neurips,False,NA
bytedance,platinum,2019,neurips,True,bytedance
cerebras systems,platinum,2019,neurips,False,NA
cruise,platinum,2019,neurips,False,NA
didi,platinum,2019,neurips,False,NA
disney research,platinum,2019,neurips,False,NA
ey,platinum,2019,neurips,False,NA
"google x, the moonshot factory",platinum,2019,neurips,True,alphabet
habana labs,platinum,2019,neurips,True,intel
hudson river trading,platinum,2019,neurips,False,NA
"inspur electronic information industry co.,ltd",platinum,2019,neurips,False,NA
invenia labs,platinum,2019,neurips,False,NA
jane street,platinum,2019,neurips,False,NA
j.p. morgan,platinum,2019,neurips,False,NA
jump trading,platinum,2019,neurips,False,NA
national security agency,platinum,2019,neurips,False,NA
naver,platinum,2019,neurips,False,NA
netflix,platinum,2019,neurips,False,NA
pdt partners,platinum,2019,neurips,False,NA
quantumblack,platinum,2019,neurips,False,NA
sigopt,platinum,2019,neurips,True,intel
sportlogiq,platinum,2019,neurips,False,NA
the d. e. shaw group,platinum,2019,neurips,False,NA
the voleon group,platinum,2019,neurips,False,NA
twitter inc.,platinum,2019,neurips,False,NA
two sigma,platinum,2019,neurips,False,NA
"uber technologies, inc.",platinum,2019,neurips,False,NA
unity technologies,platinum,2019,neurips,False,NA
xprize foundation,platinum,2019,neurips,False,NA
yandex,platinum,2019,neurips,False,NA
yokogawa electric corporation,platinum,2019,neurips,False,NA
benevolentai,gold,2019,neurips,False,NA
cisco systems,gold,2019,neurips,False,NA
g-research,gold,2019,neurips,False,NA
horizon robotics,gold,2019,neurips,False,NA
mathworks,gold,2019,neurips,False,NA
mipsology,gold,2019,neurips,False,NA
neural magic,gold,2019,neurips,False,NA
novartis,gold,2019,neurips,False,NA
